id;text;label
1,91E+18;RT : E aquele negocio ne... Tem tanto homem cis que se veste de mulher e ninguem invalida eles, mas vai um nb ou uma pessoa trans...;0
1,91E+18;RT : E... Mas quando se tem problema com uma mulher e pq ela provavelmente foi grossa ou um pouco indel...;0
1,91E+18;"RT : Estes gajos sao daquele tipo de homem que, perante uma mulher agredida, dizem que ""ela se meteu a jeito"". Ou entao per...";0
1,91E+18;RT : Foi um homem cis que fingia ser nb mas era misogino lesbofobico e que disse que uma mulher que berrou chor...;0
1,91E+18;RT : Foi um homem cis que fingia ser nb mas era misogino lesbofobico e que disse que uma mulher que berrou chor...;0
1,91E+18;RT : Meu Deus um cachorro viado;0
1,91E+18;"RT : Obvio que todo mundo vai comprar a historia da mulher (que por sinal repostou um tweet chamando a Malevola de ""ele"") e sempr...";0
1,91E+18;RT : Princesa = traveco con escopeta de 22cm;1
1,91E+18;RT : SOCORRO! Enquanto faz pregacao, homem e surpreendido por travesti e faz performance em conjunto com a diva ;0
1,91E+18;RT : SOCORRO! Enquanto faz pregacao, homem e surpreendido por travesti e faz performance em conjunto com a diva ;0
1,91E+18;RT : foi sair com um viado e pasmen ele era viado;0
1,91E+18;RT : pode mulher com pau aqui nesse site? RT no post caso queiram ver mais  #mulhertrans #travesti #TGIRL #trans #nsfw #BUNDAA...;1
1,91E+18;RT : viado, OLHA O TAMANHO DESTA PORRA. STRAY KIDS TU HITOU;0
1,91E+18;Resumindo : traveco chato e feio que luta pelos seus direitos de ser quem nao nasceu pq nao gosta de ser homem cis , ai virou mulher trans nao binaria ou binaria de genero fluido kkkkkkkkkkkk essas doideiras ai;1
1,91E+18;Se a cota e pra quem e pobre nao importa se e traveco, muie com virgula ou homem sem pinto. A cota ja e SOCIAL.;1
1,91E+18;Se fosse motoboy kkkkk nem gorda de sovaco peludo pegava... O melhor e no bolso, mulher gosta de dinheiro, quem gosta de homem e gay/traveco kkkkkkkkk;1
1,91E+18;Sim, quem faz mais ou menos juizo por cor, e ate tom, de pele e gostam de dividir a sociedade entre preto x branco, homem x mulher, etc. Sao vcs esquerdolas... Fim...;0
1,91E+18;Ta cada dia mais dificil para as mulheres, qualquer homem em sa consciencia prefere o travesti da direita do que essa gordinha sub 4 da esquerda it's over para as mulheres a travesti pill e real mais baratos mais legais e mais engracados pras gordinhas so sobra o churrascamento;1
1,91E+18;Tem um livro bem interessante que fala sobre isso, em algum capitulo: Mulher, roupa e trabalho - como se veste a desigualdade de genero. Bem interessante, sobre o que e feminino X o que e masculino;0
1,91E+18;Traveco barraqueiro do caralho. Tem mais que se fuder. Acabou com a noite da menina por puro egocentrismo. Odeio gente que nao se toca que ta formando fila por ser um chato do caralho com atendente.;1
1,91E+18;Traveco reference?;1
1,91E+18;Um macho escroto que se veste de mulher, nao tem moral nenhuma pra opinar sobre qualquer assunto. Nao vai permitir de que maneira: metendo porrada em todo mundo? Vai ti catar, veadinho escroto! #GLAUBERCASSADO;1
1,91E+18;Voce e retardado? Eu fiz uma pergunta, voce acha que uma pessoa que chama um traveco de homem na cara dele tem que ser preso na sua opiniao?;1
1,91E+18;Voce: - Traveco - provavel Consumidor de cafe pilao Lobo branco: - heroi nacional - distribuiu bis com chumbinho no carnaval - fez tiroteiro no show da Madonna;1
1,91E+18;"a autoentitulada ""rainha dos gays"" nao sabe a diferenca entre travesti e drag como eu ODEIO mulher cis hetero q se acha viado e so sabe pensar no LGB, puta merda";0
1,91E+18;a voz de viado dele amo;0
1,91E+18;aff achei que ia ser uma thread de homem pedindo mulher em namoro em publico e sendo rejeitado ou homem descobrindo que foi traido voces ja foram melhores que bagulho cringe do krlh, prefira quando meme de channer era so pra doente mental mesmo;0
1,91E+18;ah sim com certeza a caju, la mulher travesti. sabe mais sobre o genero de outra pessoa do que ela propria. sinceramente parem de querer ditar a vida dos outros como se voces tivessem a mesma vivencia sendo que genero e pluralidade;0
1,91E+18;ele e um homem q se veste de mulher;1
1,91E+18;eu nunca mais olharia pra homem ou mulher nenhuma se isso fizesse o bangchan ser meu pra sempre;0
1,91E+18;exatamente por eu nao sofrer a opressao social que uma travesti ou um homem trans, ou ate uma pessoa nao binaria que diverge completamente da expressao do genero designado ao nascer.;0
1,91E+18;exatamente por eu nao sofrer a opressao social que uma travesti ou um homem trans, ou ate uma pessoa nao binaria que diverge completamente da expressao do genero designado ao nascer.;0
1,91E+18;manda nude entao pro viado;0
1,91E+18;"n, a tranfobia e chamar ""homem biologico q se veste de mulher"" de travesti, gay afeminado e travesti sao coisas diferentes e uma bixa qualquer nem deveria ficar usando esse termo, ainda mais em contexto depressiativo, melhore.";0
1,91E+18;"n, a tranfobia e chamar ""homem biologico q se veste de mulher"" de travesti, gay afeminado e travesti sao coisas diferentes e uma bixa qualquer nem deveria ficar usando esse termo, ainda mais em contexto depressiativo, melhore.";0
1,91E+18;"n, a tranfobia e chamar ""homem biologico q se veste de mulher"" de travesti, gay afeminado e travesti sao coisas diferentes e uma bixa qualquer nem deveria ficar usando esse termo, ainda mais em contexto depressiativo, melhore.";0
1,91E+18;"o cara q escreveu isso comeu um traveco tailandes, e agora acha q mulher ter bigode e ""tendencia""... ";1
1,91E+18;sai traveco;1
1,91E+18;se eu quisesse mulher com bigode eu procurava um travesti;1
1,91E+18;tem homem que se veste de mulher, deixa os cara fingir que e alemao, po. Corpo deles, regras deles;0
1,91E+18;todo traveco e um homem machista no fundo,ele nao e mulher,e um homem que quer os beneficios de mulher e os de homem,se respeitasse o que e uma mulher,nao ousava se comparar;1
1,91E+18;uma beldade dessas e o apice da perfeicao feminina, mas a realidade e que a latina media pode ter ate um corpo bonito mas sao feias de rosto e pouco femininas, homem quer uma mulher feminina nao uma que fica parecendo um traveco;1
1,91E+18;viado asqueroso;1
1,91E+18;voce acha tanto isso que tem que ficar se reafirmando ne ate pq quem eh isso tudo fala traveco burro do caralho combinou os dois, ser burro igual mulher e feio igual homem;1
1,91E+18;vtnc viado;1
1,91E+14;respeito mulheres e homens transexuais;0
1,91E+18;dps dessa vc podia calar a boca, ne? nem se preocupar com trans ou com direito lgbT+ vc se preocupa o suficiente pra saber o basico, se manca. q nojo;0
1,91E+17;pessoas trans importam;0
1,91E+18;voce e trans voce nunca vai ser gostosa voce da nojo e tals;1
1,91E+18;foi dia da visibilidade trans e quanto lixo me ainda me aparece na tl de feminista falando bosta fingindo que se importa com a comunidade, serio que nojo dessas esquisitas fiscal de genitalia alheia e que tristeza ver oq o twt se tornou;0
1,91E+18;Trans pet de cis transfobico ne da nojo genuino, vc destila odio a propria comunidade em troca de uma falsa validacao por parte das pessoas que te odeiam;0
1,91E+18;Tenho nojo desses trans. Muito nojo;1
1,91E+18;"Fora que, imagina so o cara se candidatar pra vaga e escutar algo como ""voce nao e trans o suficiente"". Eu ficaria com muita pena do cara e com nojo de quem julgou.";0
1,91E+18;mlk trans andando com gente ex trans e ainda transfobicos, sinto nojo de quem segue esse merda;0
1,91E+18;RT : nao, nao existe isso de parecer ou nao parecer trans. nao, pessoas nao binarias nao sao obrigadas a fazer transicao por m...;0
1,91E+18;Incrivel como pra voces viado nao e homem mas mulher trans sim;0
1,91E+18;Kkkkkk meu Deus tem que ate pensar pq isso que tu disse e bizarro. Viado ainda e homem, nao e homem de se comportar normal como HOMEM. Mulher trans nao existe, e homem que acha que e mulher, mas e homem.;1
1,91E+18;nao existe mulher trans, o que existe e homem que foi estuprado e cresceu com problema psicologico;1
1,91E+18;RT : acho meio tragicomico quando pessoas trans invalidam nao-binariedade como se a binariedade comportasse pessoas trans kkkkkk...;0
1,91E+18;Quem virou trans alem desse gordinho a da filha do azaghal (que era casada com uma mulher trans, ou seja um homem com pinto, eram praticamente um casal hetero) ?;1
1,91E+18;"Voce ficaria com um homem trans? E biologicamente uma mulher, porem assim como citado no post ""Completamente identico ao um homem"" com a voz grossa, aparencia bruta e etc.";1
1,91E+18;RT : Toda mulher trans e um homem fracassado. So consegue algo beneficiado pela fragilidade feminina.;1
1,91E+18;"""Tiveram q mudar"" KKKKKKKKKKKKK todo dia cis fazendo reafirmacao de genero, mulher colocando silicone homem fazendo transplante capilar e harmonizacao facial mas quando e uma pessoa trans nao pode Depois reclama q ngm gosta de vc";0
1,91E+18;Todas simplesmente, todas as atletas deveriam fazer o mesmo! E biologicamente impossivel uma Mulher XX competir com um homem XY Trans!Isso precisa acabar ja!Que se crie uma categoria so deles,so dos trans e que sejam felizes e deixam a categoria FEMININA pra quem nasceu XX!;1
1,91E+18;A pelo amor de Deus ne.. Com essa cara de homem so pq se veste de mulher e trans.. So no Brasil que e um circo que isso acontece..;1
1,91E+18;Caramba! Eu nao me sentiria bem com um homem (trans) no banheiro. E um homem caracterizado como mulher, mas e um homem! Que perseguicao contra as mulheres. Sao homens fracos, perseguem mulheres e querem ser elas e tudo delas. Acho tudo isso uma loucura!;1
1,91E+18;RT :  Sem comentarios!!! Homem trans e mulher trans nao existem!!! Sao aberracoes criadas e m...;1
1,91E+18;mano eu acho isso insano, assim q eu me descobri trans eu parei d e ficar com homem q se diz hetero/ homens q me chamam no masculino e tratam certinho mas no fim smp vao me ver como mulher pelo meu corpo. Sou mais androgino pq eu to afim e por pressao familiar, agr por macho????;0
1,91E+18;RT : um homem sem uma mulher trans e so um garoto;0
1,91E+15;kkkkkkk cota pra trans e de fuder;1
1,91E+18;você é homem ou mulher?;1
1,91E+18;não é trans, é confuso;1
1,91E+18;crianças e adolescentes trans existem!;0
1,91E+18;visibilidade mulheres e homens transexuais;0
1,91E+18; conheço um homem transexual;0
1,91E+18;não gosto de trans;1
1,91E+18;nego que existe gente trans;1
1,91E+18;mundo real não tem trans isso não funciona;1
1,91E+18;nada natural homem e mulher trans, invenção;1
1,91E+18;Nada vê,isso é hormônio alterado,nenhum homem vai gostar de beijar mulher com bigode,eu tô falando homem normal.;1
1,91E+18;Mulher com próstata  , saco escrotal com 2 testículos, pênis, hormônio predominante testosterona , casado e possui filhos se intitula mulher;1
1,91E+18;Homem não vira mulher se mutilando e tomando hormonio, segue so sendo um homem mutilado;1
1,91E+18;Homem com homem é casal gay, homossexual. O homem pode estar de silicone, peruca, roupa de mulher, mas continua sendo homem.;1
1,91E+18;"Mas é o seguinte: ""mulher trans"" não é mulher, é homem";1
1,91E+15;Uma mulher trans tem recuperação muscular baixa por conta de estar com o hormonio testosterona mais baixo (por conta da transição hormonal);0
1,91E+18;Isso é uma mulher que se entupiu de hormônio p parecer homem ,porque só mulher engravida;1
1,91E+15;Nao precisa de hormonio pra ser homem ou mulher, mas como eu ja disse outras vezes, a sociedade é quem impõe expectativas de como devemos agir;0
1,91E+18;A sociedade que surgiu com isso de mulher trans, pra mim existe homem e mulher, e nada mais, respeito homens que gosta de homens e mulheres que gosta de mulheres, isso não muda o fato de editor 2 gêneros, masculino e feminino.;1
1,91E+18;"Ninguém tá falando de tratamento especial, mano, tô falando de tratamento com mínimo respeito... Não te afeta em porra nenhuma se referir a um homem trans como ""ele"" e etc, mas pra um homem trans ou mulher trans faz sim diferença";0
1,91E+18;Eu respeito o próximo. Mas não sou obrigado a negar a realidade. Não duvido que existem pessoas trans. Mas um homem trans é uma mulher. Não importa o que ativistas com diplomas digam.;1
